X,Y
14.17956819,75.0503833
16.00212613,72.35416542
17.83815955,75.07239324
20.2839582,77.79428939
22.11325388,77.80529436
25.16208001,77.82363598
26.98463796,75.1274181
27.58766545,72.42386357
30.01325088,67.02409115
32.44557406,64.33154159
34.268132,61.63532371
37.31695814,61.65366533
39.14625382,61.6646703
40.98228724,64.38289813
43.42134815,64.39757142
45.86040906,64.41224471
48.29273223,61.71969515
50.73179314,61.73436845
53.17759178,64.4562646
54.39712224,64.46360125
56.83618315,64.47827454
59.28198179,67.20017069
61.7210427,67.21484398
64.75639336,61.81873989
67.79848176,59.12985866
69.63451518,61.84808648
70.25101815,64.55897766
72.0937893,69.98442834
74.55306342,78.1207702
76.99212433,78.13544349
78.82142002,78.14644846
80.64397796,75.45023058
84.30256932,75.47224052
86.12512727,72.77602264
87.95442295,72.78702761
89.18069114,75.50158711
91.00998682,75.51259208
93.45578547,78.23448823
95.88810864,75.54193867
98.94367252,78.26750314
101.9924987,78.28584476
103.8352698,83.71129544
106.2608552,78.31152303
108.0901509,78.322528
110.5157364,72.92275558
112.9547973,72.93742888
114.7908307,75.6556567
117.2433671,81.08477571
119.6959035,86.51389471
120.9356471,94.64289992
122.7716805,97.36112775
124.0046865,102.7829101
127.0737258,110.9229203
129.5397377,121.766485
130.7727436,127.1882674
130.7727436,127.1882674
132.0124873,135.3172726
133.2454932,140.7390549
134.4919746,151.575283
135.7249805,156.9970653
136.3482212,162.4151794
139.4239983,173.2624124
141.2600317,175.9806402
143.0893274,175.9916452
146.7479188,176.0136551
149.180242,173.3211056
151.0095376,173.3321106
153.4485986,173.3467839
155.2778942,173.3577888
157.7169551,173.3724621
160.7657813,173.3908037
163.2048422,173.405477
165.6439031,173.4201503
168.082964,173.4348236
171.1317901,173.4531652
174.7971192,176.182398
177.2361802,176.1970713
179.0654758,176.2080763
182.7442804,184.3517548
185.7796311,178.9556507
188.218692,178.970324
191.2809936,184.4031113
193.73353,189.8322303
194.9597982,192.5467898
196.8093071,200.6794634
198.0490507,208.8084686
200.5150626,219.6520333
201.761544,230.4882614
202.4049979,244.028044
203.6514793,254.864272
204.2814577,262.9896089
204.9114362,271.1149458
206.1511799,279.243951
206.787896,290.0765108
208.0343774,300.9127388
208.6643559,309.0380757
209.2943343,317.1634126
210.534078,325.2924178
211.1640564,333.4177547
212.4038001,341.5467599
213.636806,346.9685423
214.8900252,360.5119932
217.3492993,368.648335
218.5755675,371.3628945
220.4048631,371.3738995
222.2408966,374.0921273
224.0567168,368.6886866
226.4823022,363.2889142
228.9011499,355.1819189
231.3334731,352.4893693
233.7792717,355.2112655
235.6153051,357.9294933
236.8415733,360.6440528
238.670869,360.6550578
241.1099299,360.6697311
243.5489908,360.6844044
245.3782865,360.6954094
245.9947895,363.4063005
248.4473259,368.8354195
249.0705666,374.2535336
251.5163652,376.9754297
253.3523986,379.6936575
255.1816943,379.7046625
257.0042523,377.0084446
258.8268102,374.3122267
260.6358927,366.2015632
261.8352099,358.0872312
263.6510301,352.6837905
266.0833533,349.9912409
268.5089387,344.5914685
270.9547374,347.3133647
272.8042463,355.4460382
274.6537552,363.5787117
276.4897886,366.2969396
277.1130293,371.7150536
278.9490627,374.4332814
280.7850961,377.1515093
282.6143918,377.1625142
285.046715,374.4699647
286.2662454,374.4773013
288.6918309,369.0775289
288.6918309,369.0775289
291.7137061,358.2669791
292.919761,352.85987
294.1325538,350.1599838
297.1679044,344.7638797
300.2167306,344.7822214
300.8534467,355.6147811
302.0864527,361.0365635
302.7096934,366.4546775
304.5524645,371.8801282
307.6215039,380.0201383
308.8410343,380.027475
310.6635923,377.3312571
313.1026532,377.3459304
314.9319489,377.3569354
317.3710098,377.3716087
319.1935677,374.6753908
321.0161257,371.9791729
322.2221806,366.5720638
326.4770617,361.1832964
329.5393634,366.6160837
330.7588938,366.6234204
332.5949272,369.3416482
334.4174852,366.6454303
335.6370156,366.652767
338.0760765,366.6674403
339.3090825,372.0892226
341.7616189,377.5183416
343.5909145,377.5293466
344.810445,377.5366832
346.6330029,374.8404654
349.0788016,377.5623615
352.1343655,380.287926
353.9771366,385.7133767
355.2034048,388.4279362
357.6559412,393.8570552
360.1017398,396.5789513
361.9242978,393.8827334
364.3633587,393.8974067
365.5694137,388.4902977
368.0017368,385.7977481
369.8242948,383.1015302
372.2633557,383.1162035
374.0926514,383.1272085
377.1482152,385.852773
378.361008,383.1528867
381.4030964,380.4640055
383.8286818,375.0642331
385.6512397,372.3680152
388.7000659,372.3863568
389.9195963,372.3936935
391.748892,372.4046984
393.5781877,372.4157034
394.7977182,372.4230401
396.6270138,372.434045
399.0525993,367.0342726
400.8684195,361.6308319
402.6842397,356.2273911
403.8902947,350.8202821
405.0896119,342.7059502
407.5084596,334.5989549
408.7145146,329.1918458
409.9138318,321.0775139
410.5101216,315.6667365
413.5454722,310.2706324
415.3680302,307.5744146
