X,Y
179.9514883,287.2078817
182.4040247,292.6370007
184.2467958,298.0624513
185.4663263,298.069788
187.2888842,295.3735701
189.1249176,298.0917979
190.3242349,289.977466
192.1333174,281.8668024
193.9423998,273.7561388
196.4151494,287.3069264
198.2713961,298.1468228
198.9013745,306.2721597
200.1545936,319.8156106
201.401075,330.6518387
203.2707971,346.9061808
205.1135683,352.3316314
206.9630772,360.464305
207.5661047,357.7607504
209.3819249,352.3573097
211.8277235,355.0792058
213.6502815,352.382988
215.5065281,363.2228844
218.5418788,357.8267803
220.3442235,347.0088938
220.9539887,347.0125621
224.6125801,347.0345721
226.4755645,360.5816913
228.3183356,366.007142
229.5109151,355.1855872
230.0937294,344.3603641
232.5193148,338.9605917
234.9314248,328.1463736
236.1240043,317.3248188
237.3098461,303.7960412
239.1189286,295.6853776
240.928011,287.574714
241.5243008,282.1639366
245.2031053,290.3076151
246.4361113,295.7293975
247.6556417,295.7367341
250.0947026,295.7514074
250.6977301,293.0478529
251.2940199,287.6370755
251.8768342,276.8118524
253.0761514,268.6975205
254.2956819,268.7048572
256.7482182,274.1339762
259.1872792,274.1486495
263.4623735,276.8815506
264.0586632,271.4707732
265.8812212,268.7745553
266.4909864,268.7782236
267.0805384,260.6602234
268.9300473,268.7928969
271.3893214,276.9292388
273.8351201,279.6511349
275.0411751,274.2440259
275.0142241,263.4151345
276.8435198,263.4261394
278.0360993,252.6045847
279.248892,249.9046984
281.6744775,244.504926
284.1000629,239.1051536
285.9563095,249.94505
287.1960532,258.0740552
289.689016,279.7465113
290.9557106,298.704408
293.3947715,298.7190813
294.6075642,296.0191951
295.2105917,293.3156405
297.0264119,287.9121998
297.0196742,285.2049769
298.8287567,277.0943133
299.4317842,274.3907588
300.6378391,268.9836498
301.8506319,266.2837636
304.899458,266.3021052
304.8792448,258.1804366
305.4620591,247.3552135
305.4351081,236.5263221
308.4974097,241.9591094
310.3401809,247.3845601
310.9836348,260.9243427
312.1964275,258.2244565
314.6085375,247.4102384
317.0475984,247.4249117
318.2469156,239.3105797
319.4462329,231.1962478
320.6455501,223.0819159
321.8381296,212.2603611
322.4276816,204.1423609
323.6202611,193.3208061
325.4495568,193.3318111
326.7027759,206.875262
327.9425196,215.0042672
330.984608,212.315386
332.8004282,206.9119453
335.2327514,204.2193957
337.6650746,201.5268461
340.7273762,206.9596335
341.3506169,212.3777475
341.3640924,217.7921932
345.6526622,225.93954
346.2624274,225.9432084
349.297778,220.5471043
350.5173085,220.5544409
352.3398664,217.858223
352.9428939,215.1546685
355.3684794,209.7548961
357.1842996,204.3514554
359.0001198,198.9480146
360.81594,193.5445739
361.4189675,190.8410193
364.4475804,182.7376924
366.9001168,188.1668114
367.5233575,193.5849254
369.9758939,199.0140444
370.5856591,199.0177128
373.6344852,199.0360544
374.8540157,199.043391
376.6833114,199.054396
377.8826286,190.9400641
378.4789184,185.5292867
379.6782356,177.4149548
382.1172965,177.4296281
385.1728604,180.1551925
387.0156316,185.5806432
388.262113,196.4168713
388.2755884,201.831317
390.7281248,207.260436
391.9476553,207.2677727
394.3867162,207.2824459
396.8190393,204.5898964
398.0318321,201.8900102
398.6348596,199.1864557
400.4574175,196.4902378
401.6634725,191.0831287
402.2530245,182.9651285
403.4590795,177.5580194
405.2681619,169.4473558
405.8644517,164.0365784
408.9132778,164.05492
411.3523387,164.0695933
413.7981374,166.7914895
414.4011649,164.087935
