X,Y
11.53500629,237.4654129
14.00775588,251.0162005
15.24749955,259.1452057
17.70677367,267.2815476
20.15931006,272.7106666
21.97513026,267.3072258
23.20139845,270.0217854
24.40745343,264.6146763
26.84651434,264.6293496
28.08625801,272.7583548
30.53879439,278.1874738
32.38156555,283.6129245
34.8273642,286.3348206
36.63644667,278.224157
37.84250165,272.817048
39.65832185,267.4136072
41.49435527,270.1318351
43.94015392,272.8537312
46.39942804,280.9900731
47.6189585,280.9974097
49.4347787,275.593969
50.04454393,275.5976373
51.8536264,267.4869737
52.44317842,259.3689735
53.02599269,248.5437504
53.61554471,240.4257501
54.21183446,235.0149727
55.4111517,226.9006408
57.22697191,221.4972001
57.82326166,216.0864227
60.25558484,213.3938732
62.08488052,213.4048781
63.9141762,213.4158831
66.35323711,213.4305564
68.17579505,210.7343385
70.00509073,210.7453435
72.43741391,208.0527939
74.26670959,208.0637989
76.08926753,205.367581
77.90508774,199.9641403
78.48790202,189.1389172
80.31045996,186.4426993
82.74952087,186.4573726
85.20879499,194.5937144
86.44180092,200.0154968
87.68828233,210.8517249
88.33847398,227.0987303
88.98866563,243.3457358
90.83817452,251.4784093
92.06444271,254.1929688
94.50350362,254.2076421
96.9358268,251.5150925
98.15535725,251.5224292
99.97791519,248.8262113
101.8139486,251.5444391
103.0536923,259.6734443
104.2732227,259.680781
106.7257591,265.1099
108.5483171,262.4136821
110.370875,259.7174642
112.2001707,259.7284692
115.2557346,262.4540337
117.1119812,273.29393
120.1810205,281.4339402
122.0305294,289.5666138
123.8530874,286.8703959
126.9019135,286.8887375
129.3409744,286.9034108
131.7732976,284.2108612
134.198883,278.8110888
135.404938,273.4039798
137.2342337,273.4149847
139.0567916,270.7187668
142.1056178,270.7371085
143.9551267,278.869782
145.8046356,287.0024555
147.640669,289.7206834
149.4767024,292.4389112
152.5322663,295.1644757
154.9645894,292.4719261
156.1841199,292.4792627
158.6231808,292.493936
159.2194706,287.0831587
161.055504,289.8013865
161.6854824,297.9267234
162.9117506,300.6412829
163.4878272,287.1088369
165.9268881,287.1235102
167.7629215,289.841738
170.2154579,295.270857
172.6612565,297.9927532
174.4838145,295.2965353
176.2996347,289.8930946
178.1221926,287.1968767
