X,Y
5.066778463,88.53147272
9.375561478,104.8004881
8.162768761,107.5003743
11.86178655,123.7657214
11.86178655,123.7657214
13.11500569,137.3091723
13.73824639,142.7272863
15.60123076,156.2744056
17.45747739,167.114302
17.48442834,177.9431934
18.72417201,186.0721986
18.74438522,194.1938672
20.02455531,218.5662095
20.65453375,226.6915464
22.53099359,245.6531113
24.38724022,256.4930077
26.22327364,259.2112356
27.46975505,270.0474636
28.09299575,275.4655776
29.32600168,280.88736
31.18224831,291.7272564
31.81222675,299.8525933
33.66847338,310.6924897
34.29845182,318.8178266
34.32540277,329.646718
36.79815236,343.1975055
38.03115829,348.6192879
39.88740492,359.4591843
41.69648739,351.3485207
43.54599629,359.4811942
44.15576151,359.4848626
46.58134695,354.0850901
48.41064263,354.0960951
50.83622806,348.6963227
52.04902078,345.9964365
54.49481943,348.7183326
55.7345631,356.8473378
57.58407199,364.9800114
58.80360244,364.987348
61.23592562,362.2947985
62.44871833,359.5949123
64.2578008,351.4842487
64.84061508,340.6590256
66.66991076,340.6700305
67.2459873,327.1375846
69.01464335,302.7835839
69.63788405,308.2016979
70.26786249,316.3270348
72.7069234,316.3417081
75.14598431,316.3563814
76.97527999,316.3673864
78.19481044,316.374723
80.02410613,316.385728
83.07967,319.1112924
85.50525544,313.71152
85.47156675,300.1754058
87.30086243,300.1864107
89.12342037,297.4901928
89.75339881,305.6155297
91.60964545,316.4554261
95.89147751,321.8955501
98.32380068,319.2030005
100.7493861,313.8032281
101.9756543,316.5177876
105.6611966,327.368689
107.5174433,338.2085854
109.9767174,346.3449272
111.216461,354.4739324
113.0727077,365.3138288
116.141747,373.453839
117.9710427,373.464844
119.1770977,368.0577349
120.9861802,359.9470713
121.5757322,351.8290711
122.1585464,341.003848
122.734623,327.471402
123.9541534,327.4787387
125.7632359,319.3680751
127.6127448,327.5007486
130.0720189,335.6370905
131.9147901,341.0625412
133.7508235,343.780769
139.8282626,335.6957837
141.0410553,332.9958975
142.8568755,327.5924567
145.2824609,322.1926843
147.7080464,316.7929119
148.9141013,311.3858028
151.332949,303.2788076
153.155507,300.5825897
154.9645894,292.4719261
156.1706444,287.064817
157.9932024,284.3685991
158.5827544,276.2505989
159.7888094,270.8434898
160.9813889,260.0219351
162.8039468,257.3257172
164.6399802,260.043945
166.4760137,262.7621728
168.9150746,262.7768461
170.724157,254.6661825
172.546715,251.9699647
173.1564802,251.973633
176.238995,265.5280889
178.0750284,268.2463167
179.9043241,268.2573217
181.7336198,268.2683266
182.9464125,265.5684404
184.1592052,262.8685542
185.3517848,252.0469995
186.5645775,249.3471133
187.757157,238.5255585
188.3534467,233.1147811
190.7722944,225.0077858
192.5881146,219.6043451
193.1641912,206.0718991
193.7470055,195.246676
194.3365575,187.1286758
195.5358747,179.0143439
196.7554052,179.0216805
199.221417,189.8652453
201.0372372,184.4618045
202.8665329,184.4728095
205.2921183,179.0730371
206.5049111,176.3731509
208.9507097,179.095047
209.5200485,162.8553782
209.4998353,154.7337096
211.9321585,152.0411601
213.1314757,143.9268282
216.1937773,149.3596155
216.8372312,162.8993981
217.4537342,165.6102893
218.7204288,184.5681859
218.7473798,195.3970773
218.767593,203.5187459
222.4463976,211.6624244
223.0426873,206.251647
224.25548,203.5517608
226.078038,200.8555429
227.2908307,198.1556567
229.7501048,206.2919986
229.7837935,219.8281128
231.0167994,225.2498952
233.4625981,227.9717913
235.2784183,222.5683506
236.4777355,214.4540187
237.0538121,200.9215727
238.8494191,187.3964634
240.0487363,179.2821315
241.878032,179.2931365
244.3238306,182.0150326
246.7426783,173.9080374
247.3524436,173.9117057
250.3877942,168.5156016
252.8268551,168.5302749
257.7117147,171.2668443
258.9514583,179.3958496
260.780754,179.4068545
262.6235252,184.8323052
264.4730341,192.9649787
267.5218602,192.9833204
268.1383632,195.6942115
269.9676589,195.7052165
272.4067198,195.7198898
274.8659939,203.8562317
275.4959723,211.9815685
277.325268,211.9925735
279.7575912,209.300024
280.9636462,203.8929149
282.7727286,195.7822513
284.5885488,190.3788106
286.4245823,193.0970384
287.6643259,201.2260436
288.8973319,206.647826
291.3498682,212.076945
293.1859017,214.7951728
296.2279901,212.1062915
298.0572857,212.1172965
301.0926364,206.7211924
304.1482003,209.4467569
305.9842337,212.1649847
306.6007367,214.8758759
307.8067916,209.4687668
309.6293496,206.772549
310.2323771,204.0689944
312.6579625,198.669222
313.2677277,198.6728903
314.5007337,204.0946727
315.7404773,212.2236779
316.3771935,223.0562376
318.8297299,228.4853567
320.0425226,225.7854704
321.2553153,223.0855842
321.8516051,217.6748069
323.0778733,220.3893664
324.9206444,225.814817
326.1401749,225.8221537
327.3597053,225.8294903
329.189001,225.8404953
329.7987662,225.8441636
331.6145865,220.4407229
332.8273792,217.7408367
334.0401719,215.0409505
335.2529646,212.3410643
336.4792328,215.0556238
340.1580374,223.1993023
341.9940708,225.9175301
343.2270767,231.3393125
345.6796131,236.7684315
347.5156465,239.4866593
349.3516799,242.2048871
351.1742379,239.5086692
351.7772654,236.8051147
353.5863478,228.6944511
354.1893753,225.9908966
355.3819548,215.1693418
355.3752171,212.4621189
357.1910373,207.0586782
359.0135953,204.3624603
360.8496287,207.0806881
362.0893723,215.2096934
363.9321435,220.635144
367.0079206,231.4823771
368.8372163,231.493382
369.4469815,231.4970504
370.6665119,231.504387
371.8725669,226.097278
373.6749117,215.2793915
374.8809666,209.8722824
376.0937594,207.1723962
377.9163173,204.4761784
379.7388752,201.7799605
382.7877014,201.7983021
384.6237348,204.5165299
387.0762712,209.9456489
388.2958016,209.9529856
390.7348626,209.9676589
393.1739235,209.9823322
394.3934539,209.9896688
394.9897437,204.5788914
395.5860334,199.168114
398.0116189,193.7683416
399.8678655,204.608238
400.4911062,210.026352
401.7173744,212.7409115
404.1564353,212.7555848
404.7594628,210.0520303
406.5820207,207.3558124
408.3911032,199.2451488
408.9537043,180.2982572
408.9469665,177.5910343
410.7493113,166.7731479
411.9418908,155.9515931
413.1344703,145.1300383
413.1075193,134.3011469
414.3000988,123.4795921
415.5061538,118.0724831
417.9452147,118.0871564
419.1782206,123.5089387
424.6458945,115.4202851
